State FIPS,County FIPS,County,State,County Name/State Abbreviation,Labor Force,Employed,Unemployed,Unemployment Rate
12,029,Dixie County,FL,"Dixie County, FL",5669,5358,311,5.5
12,031,Duval County,FL,"Duval County, FL",469165,445908,23257,5.0
12,033,Escambia County,FL,"Escambia County, FL",141419,134347,7072,5.0
12,035,Flagler County,FL,"Flagler County, FL",45492,42967,2525,5.6
12,037,Franklin County,FL,"Franklin County, FL",4752,4544,208,4.4
12,039,Gadsden County,FL,"Gadsden County, FL",18269,17114,1155,6.3
12,041,Gilchrist County,FL,"Gilchrist County, FL",6698,6360,338,5.0
12,043,Glades County,FL,"Glades County, FL",4734,4436,298,6.3
12,045,Gulf County,FL,"Gulf County, FL",5985,5704,281,4.7
12,047,Hamilton County,FL,"Hamilton County, FL",4673,4406,267,5.7
12,049,Hardee County,FL,"Hardee County, FL",9287,8664,623,6.7
12,051,Hendry County,FL,"Hendry County, FL",15462,14133,1329,8.6
12,053,Hernando County,FL,"Hernando County, FL",68152,63991,4161,6.1
12,055,Highlands County,FL,"Highlands County, FL",35846,33481,2365,6.6
12,057,Hillsborough County,FL,"Hillsborough County, FL",709538,677812,31726,4.5
12,059,Holmes County,FL,"Holmes County, FL",6734,6367,367,5.4
12,061,Indian River County,FL,"Indian River County, FL",62394,58604,3790,6.1
12,063,Jackson County,FL,"Jackson County, FL",17396,16480,916,5.3
12,065,Jefferson County,FL,"Jefferson County, FL",5404,5117,287,5.3
12,067,Lafayette County,FL,"Lafayette County, FL",2977,2846,131,4.4
12,069,Lake County,FL,"Lake County, FL",146577,139389,7188,4.9
12,071,Lee County,FL,"Lee County, FL",330398,314990,15408,4.7
12,073,Leon County,FL,"Leon County, FL",150702,143808,6894,4.6
12,075,Levy County,FL,"Levy County, FL",16702,15831,871,5.2
12,077,Liberty County,FL,"Liberty County, FL",2646,2509,137,5.2
12,079,Madison County,FL,"Madison County, FL",7350,6960,390,5.3
12,081,Manatee County,FL,"Manatee County, FL",171148,163281,7867,4.6
12,083,Marion County,FL,"Marion County, FL",132466,124689,7777,5.9
12,085,Martin County,FL,"Martin County, FL",71125,67646,3479,4.9
12,086,Miami-Dade County,FL,"Miami-Dade County, FL",1305259,1233029,72230,5.5
12,087,Monroe County,FL,"Monroe County, FL",46592,45095,1497,3.2
12,089,Nassau County,FL,"Nassau County, FL",37897,36176,1721,4.5
12,091,Okaloosa County,FL,"Okaloosa County, FL",93533,89740,3793,4.1
12,093,Okeechobee County,FL,"Okeechobee County, FL",18205,17261,944,5.2
12,095,Orange County,FL,"Orange County, FL",708817,677671,31146,4.4
12,097,Osceola County,FL,"Osceola County, FL",164792,156541,8251,5.0
12,099,Palm Beach County,FL,"Palm Beach County, FL",711609,677839,33770,4.7
12,101,Pasco County,FL,"Pasco County, FL",223250,211693,11557,5.2
12,103,Pinellas County,FL,"Pinellas County, FL",479772,458724,21048,4.4
12,105,Polk County,FL,"Polk County, FL",287843,271786,16057,5.6
12,107,Putnam County,FL,"Putnam County, FL",27071,25332,1739,6.4
12,109,St. Johns County,FL,"St. Johns County, FL",118966,114422,4544,3.8
12,111,St. Lucie County,FL,"St. Lucie County, FL",135657,127736,7921,5.8
12,113,Santa Rosa County,FL,"Santa Rosa County, FL",76371,72892,3479,4.6
12,115,Sarasota County,FL,"Sarasota County, FL",181607,173272,8335,4.6
12,117,Seminole County,FL,"Seminole County, FL",242812,232335,10477,4.3
12,119,Sumter County,FL,"Sumter County, FL",29490,27358,2132,7.2
12,121,Suwannee County,FL,"Suwannee County, FL",18243,17342,901,4.9
12,123,Taylor County,FL,"Taylor County, FL",8866,8383,483,5.4
12,125,Union County,FL,"Union County, FL",4811,4601,210,4.4
12,127,Volusia County,FL,"Volusia County, FL",246286,233701,12585,5.1
12,129,Wakulla County,FL,"Wakulla County, FL",14342,13743,599,4.2
12,131,Walton County,FL,"Walton County, FL",29035,27776,1259,4.3
12,133,Washington County,FL,"Washington County, FL",9732,9228,504,5.2
13,001,Appling County,GA,"Appling County, GA",9191,8596,595,6.5
13,003,Atkinson County,GA,"Atkinson County, GA",3976,3765,211,5.3
13,005,Bacon County,GA,"Bacon County, GA",4981,4717,264,5.3
13,007,Baker County,GA,"Baker County, GA",1181,1089,92,7.8
13,009,Baldwin County,GA,"Baldwin County, GA",17637,16414,1223,6.9
13,011,Banks County,GA,"Banks County, GA",8816,8382,434,4.9
13,013,Barrow County,GA,"Barrow County, GA",37699,35894,1805,4.8
13,015,Bartow County,GA,"Bartow County, GA",48194,45690,2504,5.2
13,017,Ben Hill County,GA,"Ben Hill County, GA",5550,5089,461,8.3
13,019,Berrien County,GA,"Berrien County, GA",7220,6772,448,6.2
13,021,Bibb County,GA,"Bibb County, GA",68659,64517,4142,6.0
13,023,Bleckley County,GA,"Bleckley County, GA",4504,4143,361,8.0
13,025,Brantley County,GA,"Brantley County, GA",7098,6614,484,6.8
13,027,Brooks County,GA,"Brooks County, GA",7010,6638,372,5.3
13,029,Bryan County,GA,"Bryan County, GA",16928,16093,835,4.9
13,031,Bulloch County,GA,"Bulloch County, GA",35965,33878,2087,5.8
13,033,Burke County,GA,"Burke County, GA",9244,8522,722,7.8
13,035,Butts County,GA,"Butts County, GA",10379,9786,593,5.7
13,037,Calhoun County,GA,"Calhoun County, GA",2164,2040,124,5.7
13,039,Camden County,GA,"Camden County, GA",20352,19164,1188,5.8
13,043,Candler County,GA,"Candler County, GA",5071,4825,246,4.9
13,045,Carroll County,GA,"Carroll County, GA",53550,50291,3259,6.1
13,047,Catoosa County,GA,"Catoosa County, GA",32172,30595,1577,4.9
13,049,Charlton County,GA,"Charlton County, GA",4741,4470,271,5.7
13,051,Chatham County,GA,"Chatham County, GA",136088,128852,7236,5.3
13,053,Chattahoochee County,GA,"Chattahoochee County, GA",2060,1887,173,8.4
13,055,Chattooga County,GA,"Chattooga County, GA",10436,9769,667,6.4
13,057,Cherokee County,GA,"Cherokee County, GA",125883,120452,5431,4.3
13,059,Clarke County,GA,"Clarke County, GA",58767,55484,3283,5.6
13,061,Clay County,GA,"Clay County, GA",884,791,93,10.5
13,063,Clayton County,GA,"Clayton County, GA",130800,122049,8751,6.7
13,065,Clinch County,GA,"Clinch County, GA",2769,2596,173,6.2
13,067,Cobb County,GA,"Cobb County, GA",410083,390988,19095,4.7
13,069,Coffee County,GA,"Coffee County, GA",18092,17024,1068,5.9
13,071,Colquitt County,GA,"Colquitt County, GA",21103,19979,1124,5.3
13,073,Columbia County,GA,"Columbia County, GA",71036,67691,3345,4.7
13,075,Cook County,GA,"Cook County, GA",7524,7111,413,5.5
13,077,Coweta County,GA,"Coweta County, GA",70403,66854,3549,5.0
13,079,Crawford County,GA,"Crawford County, GA",5678,5339,339,6.0
13,081,Crisp County,GA,"Crisp County, GA",9191,8629,562,6.1
13,083,Dade County,GA,"Dade County, GA",8018,7607,411,5.1
13,085,Dawson County,GA,"Dawson County, GA",11330,10793,537,4.7
13,087,Decatur County,GA,"Decatur County, GA",11476,10703,773,6.7
13,089,DeKalb County,GA,"DeKalb County, GA",382731,361823,20908,5.5
13,091,Dodge County,GA,"Dodge County, GA",7018,6501,517,7.4
13,093,Dooly County,GA,"Dooly County, GA",4951,4660,291,5.9
13,095,Dougherty County,GA,"Dougherty County, GA",38172,35525,2647,6.9
13,097,Douglas County,GA,"Douglas County, GA",70232,66273,3959,5.6
13,099,Early County,GA,"Early County, GA",4401,4095,306,7.0
13,101,Echols County,GA,"Echols County, GA",1882,1800,82,4.4
13,103,Effingham County,GA,"Effingham County, GA",28415,27025,1390,4.9
13,105,Elbert County,GA,"Elbert County, GA",7730,7223,507,6.6
13,107,Emanuel County,GA,"Emanuel County, GA",8448,7786,662,7.8
13,109,Evans County,GA,"Evans County, GA",4788,4550,238,5.0
13,111,Fannin County,GA,"Fannin County, GA",10829,10242,587,5.4
13,113,Fayette County,GA,"Fayette County, GA",55712,53051,2661,4.8
13,115,Floyd County,GA,"Floyd County, GA",43503,40856,2647,6.1
13,117,Forsyth County,GA,"Forsyth County, GA",110988,106296,4692,4.2
13,119,Franklin County,GA,"Franklin County, GA",9788,9269,519,5.3
13,121,Fulton County,GA,"Fulton County, GA",531124,502170,28954,5.5
13,123,Gilmer County,GA,"Gilmer County, GA",11833,11152,681,5.8
13,125,Glascock County,GA,"Glascock County, GA",1268,1191,77,6.1
13,127,Glynn County,GA,"Glynn County, GA",39177,37071,2106,5.4
13,129,Gordon County,GA,"Gordon County, GA",25300,23865,1435,5.7
13,131,Grady County,GA,"Grady County, GA",10250,9685,565,5.5
13,133,Greene County,GA,"Greene County, GA",6605,6200,405,6.1
13,135,Gwinnett County,GA,"Gwinnett County, GA",467734,445147,22587,4.8
13,137,Habersham County,GA,"Habersham County, GA",19302,18268,1034,5.4
13,139,Hall County,GA,"Hall County, GA",96308,91917,4391,4.6
13,141,Hancock County,GA,"Hancock County, GA",2532,2317,215,8.5
13,143,Haralson County,GA,"Haralson County, GA",12159,11445,714,5.9
13,145,Harris County,GA,"Harris County, GA",16066,15271,795,4.9
13,147,Hart County,GA,"Hart County, GA",11013,10414,599,5.4
13,149,Heard County,GA,"Heard County, GA",4996,4697,299,6.0
13,151,Henry County,GA,"Henry County, GA",108917,102845,6072,5.6
13,153,Houston County,GA,"Houston County, GA",67671,64005,3666,5.4
13,155,Irwin County,GA,"Irwin County, GA",3219,2964,255,7.9
13,157,Jackson County,GA,"Jackson County, GA",33289,31852,1437,4.3
13,159,Jasper County,GA,"Jasper County, GA",6581,6262,319,4.8
13,161,Jeff Davis County,GA,"Jeff Davis County, GA",6226,5825,401,6.4
13,163,Jefferson County,GA,"Jefferson County, GA",6599,6106,493,7.5
13,165,Jenkins County,GA,"Jenkins County, GA",3163,2921,242,7.7
13,167,Johnson County,GA,"Johnson County, GA",3925,3683,242,6.2
13,169,Jones County,GA,"Jones County, GA",13792,13121,671,4.9
13,171,Lamar County,GA,"Lamar County, GA",7900,7375,525,6.6
13,173,Lanier County,GA,"Lanier County, GA",3828,3604,224,5.9
13,175,Laurens County,GA,"Laurens County, GA",19066,17781,1285,6.7
13,177,Lee County,GA,"Lee County, GA",14557,13865,692,4.8
13,179,Liberty County,GA,"Liberty County, GA",25047,23562,1485,5.9
13,181,Lincoln County,GA,"Lincoln County, GA",3479,3271,208,6.0
13,183,Long County,GA,"Long County, GA",7424,7018,406,5.5
13,185,Lowndes County,GA,"Lowndes County, GA",51312,48569,2743,5.3
13,187,Lumpkin County,GA,"Lumpkin County, GA",15975,15199,776,4.9
13,189,McDuffie County,GA,"McDuffie County, GA",8802,8150,652,7.4
13,191,McIntosh County,GA,"McIntosh County, GA",6004,5649,355,5.9
13,193,Macon County,GA,"Macon County, GA",4681,4289,392,8.4
13,195,Madison County,GA,"Madison County, GA",13084,12428,656,5.0
13,197,Marion County,GA,"Marion County, GA",3381,3130,251,7.4
13,199,Meriwether County,GA,"Meriwether County, GA",8759,8150,609,7.0
13,201,Miller County,GA,"Miller County, GA",2753,2602,151,5.5
13,205,Mitchell County,GA,"Mitchell County, GA",8569,7999,570,6.7
13,207,Monroe County,GA,"Monroe County, GA",13018,12336,682,5.2
13,209,Montgomery County,GA,"Montgomery County, GA",3725,3444,281,7.5
13,211,Morgan County,GA,"Morgan County, GA",8698,8254,444,5.1
13,213,Murray County,GA,"Murray County, GA",15645,14521,1124,7.2
13,215,Muscogee County,GA,"Muscogee County, GA",78438,73041,5397,6.9
13,217,Newton County,GA,"Newton County, GA",50006,46972,3034,6.1
13,219,Oconee County,GA,"Oconee County, GA",18472,17706,766,4.1
13,221,Oglethorpe County,GA,"Oglethorpe County, GA",6919,6578,341,4.9
13,223,Paulding County,GA,"Paulding County, GA",79648,75914,3734,4.7
13,225,Peach County,GA,"Peach County, GA",11441,10630,811,7.1
13,227,Pickens County,GA,"Pickens County, GA",14404,13692,712,4.9
13,229,Pierce County,GA,"Pierce County, GA",8556,8097,459,5.4
13,231,Pike County,GA,"Pike County, GA",8402,7961,441,5.2
13,233,Polk County,GA,"Polk County, GA",18072,16948,1124,6.2
13,235,Pulaski County,GA,"Pulaski County, GA",4039,3799,240,5.9
13,237,Putnam County,GA,"Putnam County, GA",7955,7388,567,7.1
13,239,Quitman County,GA,"Quitman County, GA",815,755,60,7.4
13,241,Rabun County,GA,"Rabun County, GA",6700,6299,401,6.0
13,243,Randolph County,GA,"Randolph County, GA",2475,2263,212,8.6
13,245,Richmond County,GA,"Richmond County, GA",84842,79035,5807,6.8
13,247,Rockdale County,GA,"Rockdale County, GA",43254,40714,2540,5.9
13,249,Schley County,GA,"Schley County, GA",2117,1982,135,6.4
13,251,Screven County,GA,"Screven County, GA",5240,4840,400,7.6
13,253,Seminole County,GA,"Seminole County, GA",3093,2846,247,8.0
13,255,Spalding County,GA,"Spalding County, GA",27798,25863,1935,7.0
13,257,Stephens County,GA,"Stephens County, GA",11033,10376,657,6.0
13,259,Stewart County,GA,"Stewart County, GA",2138,2000,138,6.5
13,261,Sumter County,GA,"Sumter County, GA",12849,11864,985,7.7
13,263,Talbot County,GA,"Talbot County, GA",2745,2559,186,6.8
13,265,Taliaferro County,GA,"Taliaferro County, GA",548,510,38,6.9
13,267,Tattnall County,GA,"Tattnall County, GA",9330,8825,505,5.4
13,269,Taylor County,GA,"Taylor County, GA",3323,3071,252,7.6
13,271,Telfair County,GA,"Telfair County, GA",4811,4403,408,8.5
13,273,Terrell County,GA,"Terrell County, GA",3657,3417,240,6.6
13,275,Thomas County,GA,"Thomas County, GA",17533,16425,1108,6.3
13,277,Tift County,GA,"Tift County, GA",18553,17541,1012,5.5
13,279,Toombs County,GA,"Toombs County, GA",11789,10856,933,7.9
13,281,Towns County,GA,"Towns County, GA",4108,3825,283,6.9
13,283,Treutlen County,GA,"Treutlen County, GA",2743,2529,214,7.8
13,285,Troup County,GA,"Troup County, GA",36835,34934,1901,5.2
13,287,Turner County,GA,"Turner County, GA",3236,3024,212,6.6
13,289,Twiggs County,GA,"Twiggs County, GA",2950,2690,260,8.8
13,291,Union County,GA,"Union County, GA",10451,9949,502,4.8
13,293,Upson County,GA,"Upson County, GA",11143,10415,728,6.5
13,295,Walker County,GA,"Walker County, GA",29938,28247,1691,5.6
13,297,Walton County,GA,"Walton County, GA",43382,41222,2160,5.0
13,299,Ware County,GA,"Ware County, GA",15484,14637,847,5.5
13,301,Warren County,GA,"Warren County, GA",2700,2510,190,7.0
13,303,Washington County,GA,"Washington County, GA",7184,6723,461,6.4
13,305,Wayne County,GA,"Wayne County, GA",11296,10512,784,6.9
13,307,Webster County,GA,"Webster County, GA",967,883,84,8.7
13,309,Wheeler County,GA,"Wheeler County, GA",1734,1576,158,9.1
13,311,White County,GA,"White County, GA",14481,13801,680,4.7
13,313,Whitfield County,GA,"Whitfield County, GA",44742,41968,2774,6.2
13,315,Wilcox County,GA,"Wilcox County, GA",2720,2521,199,7.3
13,317,Wilkes County,GA,"Wilkes County, GA",3708,3459,249,6.7
13,319,Wilkinson County,GA,"Wilkinson County, GA",3650,3416,234,6.4
13,321,Worth County,GA,"Worth County, GA",9125,8586,539,5.9
15,001,Hawaii County,HI,"Hawaii County, HI",92474,89228,3246,3.5
15,003,Honolulu County/city,HI,"Honolulu County/city, HI",463370,450745,12625,2.7
15,007,Kauai County,HI,"Kauai County, HI",36587,35468,1119,3.1
15,009,Maui County,HI,"Maui County, HI",86690,84117,2573,3.0
16,001,Ada County,ID,"Ada County, ID",225135,217925,7210,3.2
16,003,Adams County,ID,"Adams County, ID",1740,1624,116,6.7
16,005,Bannock County,ID,"Bannock County, ID",41066,39648,1418,3.5
16,007,Bear Lake County,ID,"Bear Lake County, ID",2808,2684,124,4.4
16,009,Benewah County,ID,"Benewah County, ID",4007,3778,229,5.7
16,011,Bingham County,ID,"Bingham County, ID",22783,22007,776,3.4
16,013,Blaine County,ID,"Blaine County, ID",11843,11482,361,3.0
16,015,Boise County,ID,"Boise County, ID",3092,2935,157,5.1
16,017,Bonner County,ID,"Bonner County, ID",18871,17879,992,5.3
16,019,Bonneville County,ID,"Bonneville County, ID",52377,50762,1615,3.1
16,021,Boundary County,ID,"Boundary County, ID",5098,4841,257,5.0
16,023,Butte County,ID,"Butte County, ID",1293,1241,52,4.0
16,025,Camas County,ID,"Camas County, ID",658,635,23,3.5
16,027,Canyon County,ID,"Canyon County, ID",93555,89622,3933,4.2
16,029,Caribou County,ID,"Caribou County, ID",3792,3661,131,3.5
16,031,Cassia County,ID,"Cassia County, ID",11589,11254,335,2.9
16,033,Clark County,ID,"Clark County, ID",393,381,12,3.1
16,035,Clearwater County,ID,"Clearwater County, ID",3045,2830,215,7.1
16,037,Custer County,ID,"Custer County, ID",2138,2033,105,4.9
16,039,Elmore County,ID,"Elmore County, ID",10948,10511,437,4.0
16,041,Franklin County,ID,"Franklin County, ID",6639,6442,197,3.0
16,043,Fremont County,ID,"Fremont County, ID",7367,7127,240,3.3
16,045,Gem County,ID,"Gem County, ID",7723,7373,350,4.5
16,047,Gooding County,ID,"Gooding County, ID",7997,7759,238,3.0
16,049,Idaho County,ID,"Idaho County, ID",6334,5986,348,5.5
16,051,Jefferson County,ID,"Jefferson County, ID",12823,12439,384,3.0
16,053,Jerome County,ID,"Jerome County, ID",11344,10998,346,3.1
16,055,Kootenai County,ID,"Kootenai County, ID",73762,70446,3316,4.5
16,057,Latah County,ID,"Latah County, ID",19892,19281,611,3.1
16,059,Lemhi County,ID,"Lemhi County, ID",3403,3202,201,5.9
16,061,Lewis County,ID,"Lewis County, ID",1624,1524,100,6.2
16,063,Lincoln County,ID,"Lincoln County, ID",2639,2525,114,4.3
16,065,Madison County,ID,"Madison County, ID",20565,20083,482,2.3
16,067,Minidoka County,ID,"Minidoka County, ID",10871,10535,336,3.1
16,069,Nez Perce County,ID,"Nez Perce County, ID",20861,20198,663,3.2
16,071,Oneida County,ID,"Oneida County, ID",2200,2123,77,3.5
16,073,Owyhee County,ID,"Owyhee County, ID",5276,5042,234,4.4
16,075,Payette County,ID,"Payette County, ID",11247,10742,505,4.5
16,077,Power County,ID,"Power County, ID",3927,3772,155,3.9
16,079,Shoshone County,ID,"Shoshone County, ID",5108,4757,351,6.9
16,081,Teton County,ID,"Teton County, ID",5980,5793,187,3.1
16,083,Twin Falls County,ID,"Twin Falls County, ID",39555,38249,1306,3.3
16,085,Valley County,ID,"Valley County, ID",4959,4701,258,5.2
16,087,Washington County,ID,"Washington County, ID",4595,4350,245,5.3
17,001,Adams County,IL,"Adams County, IL",32621,31068,1553,4.8
17,003,Alexander County,IL,"Alexander County, IL",2215,2008,207,9.3
17,005,Bond County,IL,"Bond County, IL",7911,7506,405,5.1
17,007,Boone County,IL,"Boone County, IL",26437,24753,1684,6.4
17,009,Brown County,IL,"Brown County, IL",2868,2771,97,3.4
17,011,Bureau County,IL,"Bureau County, IL",17450,16393,1057,6.1
17,013,Calhoun County,IL,"Calhoun County, IL",2383,2237,146,6.1
17,015,Carroll County,IL,"Carroll County, IL",7900,7452,448,5.7
17,017,Cass County,IL,"Cass County, IL",6239,5890,349,5.6
17,019,Champaign County,IL,"Champaign County, IL",107858,102462,5396,5.0
17,021,Christian County,IL,"Christian County, IL",15355,14373,982,6.4
17,023,Clark County,IL,"Clark County, IL",8197,7720,477,5.8
17,025,Clay County,IL,"Clay County, IL",6734,6274,460,6.8
17,027,Clinton County,IL,"Clinton County, IL",20537,19621,916,4.5
17,029,Coles County,IL,"Coles County, IL",24628,23173,1455,5.9
17,031,Cook County,IL,"Cook County, IL",2664757,2500070,164687,6.2
17,033,Crawford County,IL,"Crawford County, IL",9065,8498,567,6.3
17,035,Cumberland County,IL,"Cumberland County, IL",6009,5694,315,5.2
17,037,DeKalb County,IL,"DeKalb County, IL",55418,52454,2964,5.3
17,039,De Witt County,IL,"De Witt County, IL",7975,7521,454,5.7
17,041,Douglas County,IL,"Douglas County, IL",10326,9839,487,4.7
17,043,DuPage County,IL,"DuPage County, IL",516779,491849,24930,4.8
17,045,Edgar County,IL,"Edgar County, IL",9747,9163,584,6.0
17,047,Edwards County,IL,"Edwards County, IL",2984,2811,173,5.8
17,049,Effingham County,IL,"Effingham County, IL",18775,17880,895,4.8
17,051,Fayette County,IL,"Fayette County, IL",9786,9149,637,6.5
17,053,Ford County,IL,"Ford County, IL",6683,6319,364,5.4
17,055,Franklin County,IL,"Franklin County, IL",16765,15406,1359,8.1
17,057,Fulton County,IL,"Fulton County, IL",15871,14697,1174,7.4
17,059,Gallatin County,IL,"Gallatin County, IL",2546,2352,194,7.6
17,061,Greene County,IL,"Greene County, IL",6095,5740,355,5.8
17,063,Grundy County,IL,"Grundy County, IL",25767,23999,1768,6.9
17,065,Hamilton County,IL,"Hamilton County, IL",4273,4007,266,6.2
17,067,Hancock County,IL,"Hancock County, IL",8868,8289,579,6.5
17,069,Hardin County,IL,"Hardin County, IL",1400,1269,131,9.4
17,071,Henderson County,IL,"Henderson County, IL",3732,3505,227,6.1
17,073,Henry County,IL,"Henry County, IL",25322,23793,1529,6.0
17,075,Iroquois County,IL,"Iroquois County, IL",14860,14040,820,5.5
17,077,Jackson County,IL,"Jackson County, IL",28802,27249,1553,5.4
17,079,Jasper County,IL,"Jasper County, IL",4665,4373,292,6.3
17,081,Jefferson County,IL,"Jefferson County, IL",17642,16512,1130,6.4
17,083,Jersey County,IL,"Jersey County, IL",11102,10455,647,5.8
17,085,Jo Daviess County,IL,"Jo Daviess County, IL",11425,10810,615,5.4
17,087,Johnson County,IL,"Johnson County, IL",4227,3858,369,8.7
17,089,Kane County,IL,"Kane County, IL",271322,256305,15017,5.5
17,091,Kankakee County,IL,"Kankakee County, IL",54935,51381,3554,6.5
17,093,Kendall County,IL,"Kendall County, IL",67962,64414,3548,5.2
17,095,Knox County,IL,"Knox County, IL",23035,21619,1416,6.1
17,097,Lake County,IL,"Lake County, IL",373373,353803,19570,5.2
17,099,LaSalle County,IL,"LaSalle County, IL",57348,53477,3871,6.8
17,101,Lawrence County,IL,"Lawrence County, IL",6200,5741,459,7.4
17,103,Lee County,IL,"Lee County, IL",18097,17168,929,5.1
17,105,Livingston County,IL,"Livingston County, IL",17097,16174,923,5.4
17,107,Logan County,IL,"Logan County, IL",13097,12398,699,5.3
17,109,McDonough County,IL,"McDonough County, IL",14086,13203,883,6.3
17,111,McHenry County,IL,"McHenry County, IL",167872,158890,8982,5.4
17,113,McLean County,IL,"McLean County, IL",90908,86313,4595,5.1
17,115,Macon County,IL,"Macon County, IL",50782,47430,3352,6.6
17,117,Macoupin County,IL,"Macoupin County, IL",23458,22060,1398,6.0
17,119,Madison County,IL,"Madison County, IL",135685,127691,7994,5.9
17,121,Marion County,IL,"Marion County, IL",18104,16947,1157,6.4
17,123,Marshall County,IL,"Marshall County, IL",5656,5280,376,6.6
17,125,Mason County,IL,"Mason County, IL",6466,6005,461,7.1
17,127,Massac County,IL,"Massac County, IL",6018,5588,430,7.1
17,129,Menard County,IL,"Menard County, IL",6772,6454,318,4.7
17,131,Mercer County,IL,"Mercer County, IL",8258,7744,514,6.2
17,133,Monroe County,IL,"Monroe County, IL",18565,17810,755,4.1
17,135,Montgomery County,IL,"Montgomery County, IL",12160,11297,863,7.1
17,137,Morgan County,IL,"Morgan County, IL",17005,16165,840,4.9
17,139,Moultrie County,IL,"Moultrie County, IL",7475,7133,342,4.6
17,141,Ogle County,IL,"Ogle County, IL",25900,24368,1532,5.9
17,143,Peoria County,IL,"Peoria County, IL",88412,82310,6102,6.9
17,145,Perry County,IL,"Perry County, IL",8743,8121,622,7.1
17,147,Piatt County,IL,"Piatt County, IL",8729,8305,424,4.9
17,149,Pike County,IL,"Pike County, IL",7542,7155,387,5.1
17,151,Pope County,IL,"Pope County, IL",1774,1647,127,7.2
17,153,Pulaski County,IL,"Pulaski County, IL",2203,2017,186,8.4
17,155,Putnam County,IL,"Putnam County, IL",3121,2945,176,5.6
17,157,Randolph County,IL,"Randolph County, IL",14609,13878,731,5.0
17,159,Richland County,IL,"Richland County, IL",7574,7124,450,5.9
17,161,Rock Island County,IL,"Rock Island County, IL",72387,67847,4540,6.3
17,163,St. Clair County,IL,"St. Clair County, IL",127728,119971,7757,6.1
17,165,Saline County,IL,"Saline County, IL",10092,9228,864,8.6
17,167,Sangamon County,IL,"Sangamon County, IL",104237,99031,5206,5.0
17,169,Schuyler County,IL,"Schuyler County, IL",3372,3183,189,5.6
